Year,Edition,Card Number In set,Name,Team,Points,OnBase,Speed,Position,Handedness,Icon,Pop Up,Strikeout,Ground Ball,Fly Ball,Walk,Single,Single Plus,Double,Triple,Home Run
'03,P,4,Armando Rios,Pirates,120,9,15,LF-RF+2,L,,-,1-2,3-4,5-6,7-9,10-18,-,19-22,-,23+
'03,UL,284,Chris Gomez,Devil Rays,150,9,9,SS+3,R,,-,1-,2-4,5-7,8-9,10-16,-,17-19,-,20+
'00,1st,184,Mike Redmond,Marlins,200,9,C,C+7,R,,-,1-,2-3,4-,5-8,9-19,-,20-,-,-
'03,UL,192,Roberto Alomar,Mets,180,9,14,2B+1,S,,-,1-,2-4,5-6,7-9,10-16,17-,18-19,-,20+
'01,1st,126,Sandy Alomar Jr.,Indians,120,7,B,C+3,R,,-,-,1-3,-,-,4-16,-,17-18,19-,20+
'05,UL,214,Jason Phillips,Mets,60,9,8,C+7,R,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'04,UL,168,Brent Mayne,Royals,60,9,8,C+7,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'01,1st,6,Adam Kennedy,Angels,110,6,A,2B+3,L,,-,-,1-,2-3,-,4-12,13-14,15-17,18-19,20+
'04,UL,348,Chris Woodward,Blue Jays,70,9,12,SS+3,R,,-,1-2,3-4,5-7,8-10,11-16,-,17-19,-,20+
'05,UL,147,**Cristian Guzman,Nationals,40,9,12,SS+3,S,,-,1-,2-5,6-7,8-9,10-16,17-,18-19,-,20+
'01,1st,138,Omar Vizquel,Indians,250,9,A,SS+2,S,,-,-,1-2,3-4,5-10,11-18,19-,20-,-,-
'02,UL,207,Fernando Tatis,Expos,20,10,10,3B+0,R,,-,1-5,-,6-,7-12,13-18,-,19-23,-,24+
'03,UL,68,Alex Gonzalez,Cubs,160,9,11,SS+3,R,,-,1-2,3-4,5-6,7-10,11-17,-,18-19,-,20+
'00,1st,264,Michael Barrett,Expos,170,7,C,"C+4, 3B+0",R,,-,-,1-2,3-,4-5,6-14,-,15-18,19-,20+
'01,1st,328,Doug Glanville,Phillies,140,7,A,"CF+2, LF-RF+1",R,,-,-,1-4,5-,-,6-15,16-17,18-,19-,20+
'05,UL,329,Rod Barajas,Rangers,50,9,8,C+7,R,,-,1-2,3-4,5-7,8-10,11-16,-,17-19,-,20+
'00,1st,20,Andy Fox,Diamondbacks,190,7,B,SS+1,L,,-,1-,2-,3-,4-9,10-15,16-,17-,18-,19-20
'03,UL,49,**Deivi Cruz,Orioles,190,9,13,SS+1,R,,-,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'00,1st,148,*Alex Gonzalez,Blue Jays,170,6,A,SS+3,R,,-,1-,2-,3-,4-5,6-12,13-14,15-18,-,19-20
'01,1st,172,*Chris Woodward,Blue Jays,200,7,A,"SS+4, 2B+3",R,,-,1-5,-,6-,7-9,10-15,-,16-18,-,19-20
'03,UL,298,Mike Young,Rangers,150,9,11,2B+3,R,,-,1-2,3-5,6-7,8-10,11-17,-,18-,19-,20+
'00,1st,410,Joe Mcewing,Cardinals,190,7,B,"2B+3, OF+1",R,,-,1-,2-4,-,5-6,7-15,16-,17-18,19-,20+
'01,1st,270,Mike Mordecai,Expos,130,7,B,3B+1,R,,-,1-2,3-4,-,5-7,8-14,15-,16-18,-,19-20
'01,1st,160,*Royce Clayton,White Sox,150,7,B,SS+3,R,,-,1-,2-4,5-,6-8,9-15,16-,17-,18-,19-20
'04,UL,92,Barry Larkin,Reds,10,10,9,SS+2,R,,-,1-,2-5,6-7,8-10,11-18,-,19-20,-,21+
'04,P,1,Barry Larkin,Reds,10,10,9,SS+2,R,,-,1-,2-5,6-7,8-10,11-18,-,19-20,-,21+
'04,UL,28,**Sandy Alomar Jr.,Rangers,50,9,9,C+7,R,,-,1-,2-4,5-6,7-9,10-18,-,19-,-,20+
'03,UL,114,Juan Pierre,Rockies,130,9,23,CF+1,L,,-,1-,2-5,6-,7-8,9-15,16-19,20-,-,21+
'05,UL,53,Pokey Reese,Red Sox,10,9,15,"SS+4, 2B+3",R,,-,1-2,3-5,6-7,8-10,11-18,-,19-,-,20+
'01,1st,242,Mark Loretta,Brewers,150,7,C,SS+5,R,,-,-,1-3,-,4-7,8-16,-,17-19,-,20+
'00,1st,32,Bret Boone,Braves,190,6,B,2B+2,R,,-,-,1-,2-,3-5,6-11,12-,13-16,-,17-20
'03,UL,92,Barry Larkin,Reds,140,9,13,SS+2,R,,-,1-,2-4,5-7,8-10,11-15,16-,17-19,-,20+
'03,P,30,Barry Larkin,Reds,140,9,13,SS+2,R,,-,1-,2-4,5-7,8-10,11-15,16-,17-19,-,20+
'05,UL,59,**Bengie Molina,Angels,130,9,10,C+4,R,,-,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'01,1st,437,Chad Curtis,Rangers,160,8,B,LF-RF+1,R,,-,1-2,3-,4-,5-9,10-16,-,17-19,-,20+
'03,UL,39,**John Mcdonald,Indians,160,9,12,2B+3,R,R,-,1-,2-4,5-6,7-8,9-17,-,18-19,20-,21+
'01,1st,71,*Russ Davis,Giants,180,7,B,3B+1,R,,-,1-3,-,4-6,7-8,9-15,-,16-,-,17-20
'00,1st,98,*Ramon Hernandez,Athletics,190,7,C,C+5,R,,-,-,1-2,3-4,5-8,9-16,-,17-,-,18-20
'04,UL,281,Ramon Vazquez,Padres,10,10,12,SS+1,L,,-,1-2,3-5,6-7,8-11,12-17,18-19,20-,-,21+
'00,1st,178,Alex Gonzalez,Marlins,190,6,B,SS+2,R,,-,1-,-,2-,-,3-13,-,14-15,16-17,18-20
'04,UL,5,Bengie Molina,Angels,90,9,9,C+11,R,G,-,1-,2-4,5-8,9-,10-17,-,18-19,-,20+
'01,1st,386,David Bell,Mariners,140,7,B,"2B+2, 3B+2",R,,-,-,1-2,3-4,5-9,10-16,-,17-18,-,19-20
'04,UL,10,**Khalil Greene,Padres,80,9,13,SS+2,R,R,-,1-3,4-6,7-8,9-11,12-15,-,16-18,19-,20+
'02,UL,137,Alex Gonzalez,Marlins,90,8,12,SS+1,R,,-,1-2,3-,4-5,6-7,8-15,-,16-19,-,20+
'04,UL,238,Enrique Wilson,Yankees,30,9,12,IF+0,S,,-,1-2,3-4,5-6,7-,8-19,-,20-23,-,24+
'01,1st,198,Bill Spiers,Astros,210,9,B,"2B+3, SS+3, 3B+2",L,,-,-,1-4,5-,6-10,11-18,19-,20-,-,-
'03,UL,33,**Michael Cuddyer,Twins,140,9,12,LF-RF+1,R,R,-,1-2,3-5,6-7,8-9,10-16,-,17-19,-,20+
'00,1st,362,Damian Jackson,Padres,210,7,A,SS+3,R,,-,1-3,-,4-5,6-12,-,13-16,17-18,-,19-20
'01,1st,33,*Jimmy Rollins,Phillies,170,7,A,SS+3,S,,-,1-2,3-4,5-,6-9,10-14,15-16,17-,18-19,20+
'00,1st,160,Deivi Cruz,Tigers,140,6,C,SS+5,R,,-,-,1-2,3-,-,4-14,-,15-18,-,19-20
'04,UL,301,Mark McLemore,Mariners,40,9,11,IF+1,S,,-,1-2,3-4,5-6,7-11,12-18,-,19-20,-,21+
'00,1st,131,Travis Fryman,Indians,150,6,B,3B+2,R,,-,-,1-,2-3,4-6,7-14,-,15-17,-,18-20
'01,1st,156,*Luis Lopez,Brewers,180,7,B,"2B+3, SS+2",S,,-,1-3,4-,5-,6-8,9-15,-,16-18,-,19-20
'00,1st,116,*Dave Magadan,Padres,170,9,C,"3B+2,1B+0",L,,-,1-,2-3,4-5,6-12,13-19,-,20-,-,-
'04,UL,7,**Orlando Palmeiro,Astros,40,9,12,OF+2,L,,-,1-,2-4,5-6,7-9,10-18,-,19-20,-,21+
'01,1st,224,Todd Hundley,Dodgers,150,7,B,C+1,S,,-,1-2,3-,4-5,-,6-14,15-,16-17,18-,19-20
'00,1st,358,Ben Davis,Padres,150,6,B,C+9,S,,-,1-2,3-,-,4-6,7-15,-,16-18,-,19-20
'01,1st,29,Matt Williams,Diamondbacks,120,7,C,3B+2,R,,-,-,1-3,4-5,6-,7-15,-,16-18,-,19-20
'00,1st,91,*Todd Pratt,Mets,270,9,B,C+5,R,,-,1-3,-,4-5,6-10,11-19,-,-,-,20+
'02,UL,45,**Neifi Perez,Royals,140,9,20,SS+3,S,,-,-,1-3,4-7,8-,9-18,-,19-,20-24,25+
'00,1st,78,John Valentin,Red Sox,140,6,C,3B+2,R,,-,-,-,1-2,3-6,7-14,-,15-17,-,18-20
'03,UL,226,Marlon Anderson,Phillies,150,9,11,2B+2,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'05,UL,201,Chris Woodward,Blue Jays,70,9,14,SS+2,R,,-,1-2,3-4,5-6,7-9,10-16,-,17-19,20-,21+
'03,UL,262,Jeff Cirillo,Mariners,120,9,12,3B+1,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'02,UL,26,Tony Womack,Diamondbacks,150,9,22,SS+2,L,,-,-,1-5,6-7,8-,9-16,17-18,19-,20-25,26+
'01,1st,199,Daryle Ward,Astros,200,6,C,"LF-RF+1, 1B+0",L,,-,1-3,-,4-5,-,6-10,-,11-12,13-,14-20
'05,UL,229,Enrique Wilson,Yankees,30,9,12,IF+1,S,,-,1-,2-5,6-8,9-11,12-17,-,18-19,-,20+
'02,UL,37,**Rafael Furcal,Braves,120,9,16,SS+3,S,,-,1-,2-5,6-,7-9,10-16,17-18,19-24,-,25+
'01,1st,435,Royce Clayton,Rangers,160,7,A,SS+3,R,,-,1-,2-5,6-,7-9,10-15,16-,17-,18-,19-20
'02,UL,58,**Luis Rivas,Twins,140,9,21,2B+0,R,,-,1-,2-5,6-,7-9,10-16,17-18,19-,20-24,25+
'05,P,23,Geoff Blum,Devil Rays,10,9,10,IF+0,S,,-,1-2,3-5,6-8,9-11,12-16,-,17-19,-,20+
'00,1st,146,Henry Blanco,Rockies,190,7,B,C+8,R,,-,-,-,1-5,6-11,12-16,-,17-,18-,19-20
'02,UL,285,Pedro Feliz,Giants,60,7,14,3B+0,R,,-,1-3,4-5,6-,-,7-14,-,15-16,17-,18+
'04,UL,17,Mark Grace,Diamondbacks,30,9,9,1B+1,L,,-,-,1-3,4-6,7-10,11-18,-,19-22,-,23+
'05,UL,324,Toby Hall,Devil Rays,70,9,8,C+7,R,,-,1-,2-4,5-7,8-9,10-17,-,18-19,-,20+
'00,1st,28,Kelly Stinnett,Diamondbacks,230,6,B,C+6,R,,-,1-3,-,4-,5-8,9-12,-,13-14,-,15-20
'02,UL,291,Benito Santiago,Giants,120,8,15,C+6,R,,-,1-,2-4,5-,6-,7-16,-,17-19,20-23,24+
'01,1st,138,*Melvin Mora,Orioles,170,8,A,OF+0,R,,-,1-2,3-,4-5,6-9,10-16,17-,18-,19-,20+
'05,UL,151,**Raul Mondesi,Braves,50,9,10,LF-RF+0,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-19,-,20+
'02,UL,48,**Travis Fryman,Indians,10,10,10,3B+0,R,,-,1-2,3-4,5-7,8-11,12-18,-,19-25,-,26+
'01,1st,247,Cristian Guzman,Twins,160,7,A,SS+2,S,,-,1-,2-6,-,7-8,9-13,14-15,16-,17-19,20+
'03,UL,108,Gary Bennett,Rockies,110,9,9,C+3,R,,-,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'03,UL,24,**Willie Bloomquist,Mariners,130,9,15,LF-RF+1,R,R,-,1-,2-4,5-6,7-10,11-17,18-,19-,-,20+
'00,1st,72,*Kevin Elster,Dodgers,180,7,C,SS+2,R,,-,1-,2-,3-,4-10,11-17,-,-,-,18-20
'05,UL,178,Bill Hall,Brewers,80,9,13,2B+1,R,,-,1-3,4-5,6-7,8-9,10-15,16-17,18-19,-,20+
'00,1st,419,Wade Boggs,Devil Rays,220,9,C,3B+1,L,,-,-,1-4,5-,6-9,10-18,-,19-,-,20+
'00,1st,265,Orlando Cabrera,Expos,150,6,B,SS+5,R,,-,-,1-3,4-5,-,6-13,-,14-17,18-,19-20
'02,UL,5,Adam Kennedy,Angels,130,9,16,2B+3,L,,-,-,1-,2-6,7-9,10-17,18-,19-23,-,24+
'01,1st,147,Butch Huskey,Rockies,110,8,C,---,R,,-,1-2,3-,4-,5-10,11-17,-,18-,-,19-20
'00,1st,134,*Vinny Castilla,Devil Rays,170,6,B,3B+2,R,,-,-,1-2,3-4,5-6,7-15,-,16-,-,17-20
'04,UL,313,Orlando Palmeiro,Cardinals,40,9,10,LF-RF+2,L,,-,1-,2-4,5-6,7-9,10-18,-,19-20,-,21+
'03,UL,60,Rey Sanchez,Red Sox,60,10,9,2B+1,R,,-,1-,2-5,6-7,8-9,10-19,-,20-,-,21+
'03,UL,30,*Juan Castro,Reds,120,9,12,2B+4,R,,-,1-2,3-5,6-7,8-9,10-19,-,-,-,20+
'04,UL,145,Brad Ausmus,Astros,50,9,11,C+8,R,,-,1-,2-4,5-6,7-10,11-18,-,19-20,-,21+
'05,UL,144,Morgan Ensberg,Astros,100,9,12,3B+0,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'00,1st,109,*Chad Hermansen,Pirates,210,5,A,OF+2,R,,-,1-,2-,-,3-,4-7,8-10,11-13,-,14-20
'02,UL,325,Aubrey Huff,Devil Rays,80,8,12,3B+2,L,,-,1-,2-6,-,7-,8-16,-,17-19,-,20+
'03,UL,299,Dave Berg,Blue Jays,150,9,8,"2B+1, 3B+0",R,,-,1-,2-3,4-5,6-9,10-17,-,18-21,-,22+
'05,UL,309,Mike Matheny,Cardinals,200,9,8,C+10,R,G,-,1-2,3-5,6-7,8-10,11-18,-,19-21,-,22+
'00,1st,93,Benito Santiago,Cubs,140,6,B,C+7,R,,-,1-,2-,3-,4-6,7-15,-,16-17,18-,19-20
'05,UL,301,Scott Spiezio,Mariners,10,9,10,"3B+2, 1B+0",S,,-,1-,2-3,4-7,8-11,12-18,-,19-,-,20+
'04,UL,129,Ramon Santiago,Tigers,20,9,12,"SS+4, 2B+3",S,,-,1-,2-4,5-6,7-10,11-18,-,19-20,-,21+
'01,1st,168,*Albert Pujols,Cardinals,100,6,B,"3B+2, LF-RF+1",R,,-,-,1-2,3-4,5-6,7-14,-,15-16,17-,18-20
'01,1st,39,Wally Joyner,Braves,100,8,C,1B+0,L,,-,-,-,1-4,5-9,10-18,-,19-,-,20+
'00,1st,252,Torii Hunter,Twins,160,6,B,OF+1,R,,-,-,1-2,-,3-5,6-14,15-16,17-,-,18-20
'01,1st,174,*Carlos Guillen,Mariners,150,7,B,"SS+2, 3B+1",S,,-,1-,2-,3-,4-8,9-17,-,18-,-,19-20
'02,UL,145,**Denny Hocking,Twins,120,9,16,SS+3,S,,-,1-2,3-4,5-6,7-10,11-17,18-,19-24,-,25+
'00,1st,86,Lance Johnson,Cubs,180,7,A,OF+2,L,,-,-,1-3,-,4-8,9-16,17-18,-,19-20,-
'05,UL,142,**Juan Castro,Twins,70,9,10,3B+1,R,,-,1-2,3-5,6-7,8-9,10-16,-,17-19,-,20+
'01,1st,297,Chuck Knoblauch,Yankees,200,9,A,2B+0,R,,-,-,1-3,4-5,6-10,11-17,18-,19-20,-,-
'03,UL,27,*Vance Wilson,Mets,110,9,10,C+4,R,,-,1-3,4-5,6-8,9-10,11-17,-,18-,-,19+
'01,1st,291,Scott Brosius,Yankees,100,6,C,3B+3,R,,-,-,1-,2-3,4-8,9-15,-,16-17,-,18-20
'01,1st,390,Rickey Henderson,Mariners,170,9,A,LF-RF+1,R,,-,1-,2-3,4-5,6-14,15-18,19-20,-,-,-
'03,UL,5,*Luis Rivas,Twins,150,9,18,2B+1,R,,-,1-,2-5,6-7,8-,9-15,16-17,18-19,20-,21+
'05,UL,47,**Orlando Cabrera,Angels,120,9,15,SS+2,R,,-,1-,2-4,5-7,8-10,11-16,17-,18-19,-,20+
'00,1st,245,Jose Valentin,Brewers,210,7,B,SS+1,S,,-,1-,-,2-4,5-13,14-16,-,-,17-,18-20
'00,1st,34,*Jose Valentin,White Sox,220,7,B,SS+1,S,,-,1-,-,2-4,5-13,14-15,-,16-17,-,18-20
'01,1st,60,*A.J. Pierzynski,Twins,130,7,B,C+4,L,,-,1-,2-,3-5,-,6-14,-,15-18,19-,20+
'03,UL,132,Charles Johnson,Marlins,70,9,8,C+7,R,,-,1-2,3-5,6-7,8-12,13-16,-,17-19,-,20+
'03,UL,14,**Einar Diaz,Rangers,90,9,10,C+7,R,,-,1-,2-5,6-7,8-10,11-17,-,18-21,-,22+
'01,1st,76,Troy OLeary,Red Sox,110,7,C,LF-RF+1,L,,-,-,1-2,3-4,5-7,8-15,-,16-18,-,19-20
'00,1st,335,Kevin Jordan,Phillies,150,7,C,"2B+1, 3B+2",R,,-,-,1-2,3-,4-6,7-17,-,18-,19-,20+
'01,P,346,Aramis Ramirez,Pirates,100,7,C,3B+1,R,,-,-,1-2,3-4,5-,6-14,-,15-18,19-,20+
'01,1st,346,Aramis Ramirez,Pirates,100,7,C,3B+1,R,,-,-,1-2,3-4,5-,6-14,-,15-18,19-,20+
'00,1st,342,Mike Benjamin,Pirates,110,5,A,SS+5,R,,-,1-,-,2-,-,3-8,9-11,12-17,18-20,-
'04,UL,33,Tony Batista,Orioles,80,9,10,3B+1,R,,-,1-2,3-4,5-8,9-10,11-17,-,18-,-,19+
'04,P,25,Tony Batista,Orioles,80,9,10,3B+1,R,,-,1-2,3-4,5-8,9-10,11-17,-,18-,-,19+
'01,1st,23,*Enrique Wilson,Pirates,140,7,B,"SS+3, 3B+1",S,,-,-,1-3,4-,5-6,7-15,16-,17-19,-,20+
'04,UL,197,Cristian Guzman,Twins,110,9,16,SS+1,S,,-,1-,2-4,5-6,7-8,9-16,17-18,19-,20-,21+
'05,UL,19,**Wilson Valdez,Mariners,40,9,13,SS+3,R,,-,1-,2-4,5-6,7-9,10-17,-,18-20,-,21+
'04,UL,272,Jack Wilson,Pirates,70,9,11,SS+3,R,,-,1-,2-4,5-7,8-10,11-17,-,18-19,-,20+
'05,UL,81,Juan Castro,Reds,60,9,9,3B+1,R,,-,1-2,3-5,6-7,8-9,10-16,-,17-19,-,20+
'05,P,17,Joe McEwing,Mets,10,9,10,2B+4,R,,-,1-2,3-4,5-6,7-9,10-19,-,20-,-,21+
'02,UL,66,Todd Hundley,Cubs,40,7,9,C+1,S,,-,1-5,-,-,6-12,13-14,-,15-16,-,17+
'02,UL,11,*Einar Diaz,Indians,80,9,12,C+8,R,,-,1-,2-5,6-7,8-10,11-17,-,18-23,-,24+
'01,1st,115,*Bill Mueller,Cubs,170,8,B,3B+2,S,,-,-,1-3,4-5,6-9,10-17,-,18-19,-,20+
'01,1st,377,Bill Mueller,Giants,170,8,B,3B+2,S,,-,-,1-3,4-5,6-9,10-17,-,18-19,-,20+
'03,UL,270,Ruben Sierra,Mariners,120,9,10,LF-RF+0,S,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'03,UL,21,**Hank Blalock,Rangers,120,9,10,3B+0,L,,-,1-2,3-4,5-6,7-11,12-16,-,17-19,-,20+
'05,UL,186,Henry Blanco,Twins,10,9,10,C+10,R,,-,1-2,3-5,6-9,10-11,12-16,-,17-19,-,20+
'00,1st,20,*Manny Alexander,Red Sox,180,7,B,"2B+3, SS+3, 3B+1",R,,-,1-3,4-,5-,-,6-14,15-,16-18,19-20,-
'01,1st,331,Travis Lee,Phillies,150,8,B,"LF-RF+2, 1B+0",L,,-,1-,2-4,5-,6-12,13-16,17-,18-19,-,20+
'04,UL,282,Edgardo Alfonzo,Giants,80,9,11,3B+1,R,,-,1-,2-3,4-6,7-10,11-17,-,18-19,-,20+
'00,1st,179,Mark Kotsay,Marlins,150,6,B,LF-RF+1,L,,-,-,1-,2-3,-,4-13,14-,15-16,17-18,19-20
'03,UL,69,Todd Hundley,Cubs,70,9,8,C+4,S,,-,1-3,4-5,6-7,8-12,13-17,-,18-,-,19+
'02,UL,255,Johnny Estrada,Phillies,30,7,9,C+7,S,,-,-,1-4,5-6,-,7-15,-,16-18,-,19+
'00,1st,4,*Ben Molina,Angels,120,6,C,C+8,R,,-,-,1-2,3-,4-6,6-15,-,16-18,-,19-20
'02,UL,247,Olmedo Saenz,Athletics,50,8,11,---,R,,-,1-2,3-,4-6,7-11,12-15,-,16-18,-,19+
'00,1st,328,Marlon Anderson,Phillies,150,6,A,2B+3,L,,-,-,1-3,4-,-,5-12,13-14,15-18,19-,20+
'01,1st,344,Pat Meares,Pirates,100,6,C,SS+3,R,,-,1-,2-,3-,4-6,7-14,-,15-16,17-,18-20
'04,UL,2,**Pokey Reese,Red Sox,10,9,14,2B+5,R,,-,1-3,4-5,6-8,9-12,13-19,-,20-,-,21+
'02,UL,265,Warren Morris,Pirates,80,8,11,2B+2,L,,-,-,1-4,5-6,7-,8-15,-,16-19,-,20+
'05,UL,36,Brook Fordyce,Orioles,50,9,10,C+5,R,,-,1-,2-4,5-6,7-9,10-18,-,19-,-,20+
'00,1st,389,Russ Davis,Mariners,220,6,B,3B+0,R,,-,1-,-,2-3,4-6,7-13,-,14-,-,15-20
'03,UL,62,Jason Varitek,Red Sox,120,9,10,C+4,S,,-,1-2,3-4,5-6,7-10,11-17,-,18-19,-,20+
'03,UL,243,Jack Wilson,Pirates,90,9,10,SS+5,R,,-,1-,2-4,5-7,8-10,11-18,-,19-20,-,21+
'04,P,29,Darren Bragg,Braves,40,9,11,OF+1,L,,-,1-2,3-4,5-6,7-9,10-18,-,19-,-,20+
'05,UL,263,Tike Redman,Pirates,80,9,16,CF+1,L,,-,1-,2-5,6-7,8-9,10-17,18-,19-,-,20+
'05,UL,216,Jose Reyes,Mets,60,9,17,2B+2,S,,-,1-,2-4,5-7,8-,9-15,16-17,18-20,-,21+
'01,1st,236,Marquis Grissom,Brewers,90,6,A,"CF+2, LF-RF+1",R,,-,1-,2-3,4-,5-,6-15,16-17,-,18-,19-20
'03,P,24,Wendell Magee,Tigers,70,8,18,CF+3,R,,-,1-2,3-5,6-7,8-,9-17,-,18-19,-,20+
'01,1st,102,*Tsuyoshi Shinjo,Mets,130,6,A,"CF+2, LF-RF+1",R,,-,1-5,6-,-,7-8,9-13,14-15,16-,-,17-20
'01,1st,454,Alex S. Gonzalez,Blue Jays,130,7,B,SS+2,R,,-,1-3,4-5,-,6-8,9-15,-,16-18,-,19-20
'01,1st,232,Henry Blanco,Brewers,160,7,C,C+11,R,,-,1-3,-,4-6,7-10,11-15,-,16-18,-,19-20
'00,1st,140,*Tom Evans,Rangers,200,8,B,3B+1,R,,-,1-2,-,3-4,5-11,12-16,-,17-19,-,20+
'03,UL,20,**Brandon Inge,Tigers,80,9,10,C+4,R,,-,1-3,4-5,6-7,8-10,11-16,-,17-19,-,20+
'02,UL,178,Henry Blanco,Brewers,100,8,16,C+8,R,,-,1-4,-,5-7,8-12,13-16,-,17-19,20-21,22+
'04,UL,124,Brandon Inge,Tigers,10,9,10,C+8,R,,-,1-2,3-5,6-8,9-11,12-17,-,18-19,-,20+
'01,1st,237,Charlie Hayes,Brewers,90,7,C,"3B+2, 1B+0",R,,-,1-2,-,3-,4-10,11-18,-,-,-,19-20
'01,1st,56,*Gary Bennett,Phillies,110,7,C,C+4,R,,-,1-2,3-,-,4-9,10-16,-,17-18,-,19-20
'00,1st,223,Todd Hundley,Dodgers,240,6,B,C+4,L,,-,1-2,-,3-4,5-11,12-,-,13-,-,14-20
'03,P,26,Benito Santiago,Giants,140,9,10,C+5,R,,-,1-,2-4,5-7,8-9,10-17,-,18-19,-,20+
'03,UL,257,Benito Santiago,Giants,140,9,10,C+5,R,,-,1-,2-4,5-7,8-9,10-17,-,18-19,-,20+
'00,1st,251,Denny Hocking,Twins,200,6,A,"2B+2, SS+2, OF+1",S,,-,-,1-2,3-,4-,5-14,15-16,17-18,-,19-20
'04,UL,9,**Doug Glanville,Phillies,70,9,15,CF+1,R,,-,1-,2-4,5-7,8-,9-18,-,19-,-,20+
'03,UL,24,Tony Womack,Diamondbacks,120,9,19,SS+0,L,,-,1-,2-4,5-6,7-9,10-16,17-18,19-20,-,21+
'00,1st,130,Einar Diaz,Indians,160,7,B,C+7,R,,-,-,1-2,3-4,5-6,7-16,17-,18-19,-,20+
'01,1st,339,Mike Benjamin,Pirates,110,6,A,"2B+3, SS+3, 3B+2",R,,-,1-,2-,3-,4-,5-13,14-,15-19,20-,-
'04,UL,122,Shane Halter,Tigers,30,9,9,"3B+3, IF+1",R,,-,1-2,3-5,6-8,9-11,12-18,-,19-,-,20+
'04,UL,2,*Bobby Crosby,Athletics,10,9,13,SS+3,R,R,-,1-4,5-6,7-9,10-12,13-17,-,18-,-,19+
'05,UL,258,Jose Castillo,Pirates,40,9,12,2B+3,R,R,-,1-2,3-5,6-,7-9,10-18,-,19-20,-,21+
'01,1st,84,*Wes Helms,Braves,60,6,C,"3B+1, 1B+0",R,,-,1-4,-,5-,-,6-15,-,16-,17-,18-20
'04,UL,8,**Roberto Alomar,Diamondbacks,60,9,13,2B+2,S,,-,1-,2-3,4-5,6-10,11-17,18-,19-20,-,21+
'01,1st,433,Luis Alicea,Rangers,190,9,C,2B+2,S,,-,-,1-,2-5,6-9,10-18,-,19-,20-,-
'04,UL,136,Alex Gonzalez,Marlins,100,9,8,SS+2,R,,-,1-2,3-4,5-7,8-10,11-16,-,17-19,-,20+
'03,UL,4,**Sandy Alomar Jr.,White Sox,130,9,10,C+3,R,,-,1-,2-5,6-7,8-,9-17,-,18-19,-,20+
'05,UL,57,**Rich Aurilia,Reds,70,9,10,SS+1,R,,-,1-,2-3,4-6,7-10,11-17,-,18-19,-,20+
'01,1st,239,Jose Hernandez,Brewers,140,7,B,"SS+3, 3B+1",R,,-,1-3,4-5,-,6-9,10-16,-,17-18,-,19-20
'04,UL,208,Endy Chavez,Expos,50,9,16,CF+1,L,,-,1-,2-4,5-6,7-9,10-16,17-18,19-20,-,21+
'00,1st,344,Adrian Brown,Pirates,210,8,B,OF+0,S,,-,1-,2-4,-,5-10,11-17,18-,-,19-,20+
'05,UL,182,Chad Moeller,Brewers,10,9,8,C+6,R,,-,1-2,3-5,6-7,8-10,11-17,-,18-19,-,20+
'00,1st,164,Bobby Higginson,Tigers,210,8,B,LF-RF+1,L,,-,1-,2-,3-5,6-13,14-17,-,18-,-,19-20
'01,1st,147,*Vernon Wells,Blue Jays,100,6,A,"CF+2, LF-RF+1",R,,-,1-4,5-,-,6-9,10-12,13-14,15-17,18-,19-20
'04,UL,123,Bobby Higginson,Tigers,10,9,12,LF-RF+1,L,,-,1-,2-4,5-6,7-11,12-18,-,19-,-,20+
'02,UL,6,Ben Molina,Angels,30,9,10,C+7,R,,-,1-,2-4,5-7,8-9,10-19,-,20-21,-,22+
'03,P,6,Brandon Berger,Royals,30,8,11,LF-RF+2,R,,-,1-2,3-5,6-8,9-11,12-16,-,17-18,-,19+
'04,UL,191,Eddie Perez,Brewers,50,9,8,C+5,R,,-,1-,2-5,6-7,8-9,10-17,-,18-19,-,20+
'01,1st,263,Orlando Cabrera,Expos,120,6,B,SS+4,R,,-,-,1-4,5-6,-,7-13,-,14-17,-,18-20
'04,UL,3,**Rey Sanchez,Devil Rays,10,9,16,SS+3,R,,-,1-,2-5,6-7,8-9,10-19,-,20-,-,21+
'04,UL,2,David Eckstein,Angels,40,9,15,SS+2,R,,-,1-,2-4,5-6,7-9,10-17,18-,19-20,-,21+
'01,1st,163,*Dee Brown,Royals,100,6,A,LF-RF+1,L,,-,1-5,-,-,6-7,8-13,14-,15-16,17-,18-20
'00,1st,308,Jorge Posada,Yankees,160,7,C,C+5,S,,-,1-2,3-,-,4-11,12-16,-,17-18,-,19-20
'00,1st,393,Brian L. Hunter,Mariners,90,5,A,LF-RF+2,R,,-,-,1-2,-,3-,4-10,11-17,-,18-19,20+
